vendor_rank,vendor_display,vendor_key,award_count,total_awarded,pct_of_total,cumulative_awarded,cumulative_pct,reaches_80pct_set,is_repeat_vendor
4937,Butler Eco Porjects,BUTLER ECO PORJECTS,1,68800.00,0.0004,18411181821.47,99.4354,false,false
4938,IC2,IC2,2,68800.00,0.0004,18411250621.47,99.4357,false,true
4939,MCG Concrete Ltd,MCG CONCRETE,1,68800.00,0.0004,18411319421.47,99.4361,false,false
4940,ANTHONEY'S EXCAVATION LTD,ANTHONEY S EXCAVATION,1,68750.00,0.0004,18411388171.47,99.4365,false,false
4941,Gary Parker ExcavatingLtd,GARY PARKER EXCAVATINGLTD,1,68712.00,0.0004,18411456883.47,99.4369,false,false
4942,Nova International Lrd.,NOVA INTERNATIONAL LRD,1,68683.86,0.0004,18411525567.33,99.4372,false,false
4943,UTC Fire & Security Canada Inc.,UTC FIRE & SECURITY CANADA,1,68683.75,0.0004,18411594251.08,99.4376,false,false
4944,Aspen Systems  Inc,ASPEN SYSTEMS,2,68665.79,0.0004,18411662916.87,99.4380,false,true
4945,LENWEN FARMS,LENWEN FARMS,2,68608.00,0.0004,18411731524.87,99.4383,false,true
4946,IMP Soutions,IMP SOUTIONS,1,68589.00,0.0004,18411800113.87,99.4387,false,false
4947,TUSKET SALES  SERVICE LTD,TUSKET SALES SERVICE,1,68511.80,0.0004,18411868625.67,99.4391,false,false
4948,Maritime Petroleum Construction,MARITIME PETROLEUM CONSTRUCTION,2,68500.00,0.0004,18411937125.67,99.4395,false,true
4949,Staples Canada Inc.,STAPLES CANADA,2,68492.00,0.0004,18412005617.67,99.4398,false,true
4950,Glasgow Plumbing and Heating (Schedule B),GLASGOW PLUMBING AND HEATING SCHEDULE B,1,68460.00,0.0004,18412074077.67,99.4402,false,false
4951,Thorne's Burner Service Ltd.,THORNE S BURNER SERVICE,2,68399.70,0.0004,18412142477.37,99.4406,false,true
4952,Tusket Ford Sales & Service Ltd.,TUSKET FORD SALES & SERVICE,1,68311.80,0.0004,18412210789.17,99.4409,false,false
4953,Matthew Whynot,MATTHEW WHYNOT,1,68310.00,0.0004,18412279099.17,99.4413,false,false
4954,"3302835 NS LTD ""RNS Landscaping Services""",3302835 NS LTD RNS LANDSCAPING SERVICES,1,68308.80,0.0004,18412347407.97,99.4417,false,false
4955,Fairley & Stevens Ford Lincon,FAIRLEY & STEVENS FORD LINCON,1,68230.00,0.0004,18412415637.97,99.4420,false,false
4956,ICI Paints (Canada) Inc,ICI PAINTS CANADA,2,68228.84,0.0004,18412483866.81,99.4424,false,true
4957,Jack's Expert Flush & Toilet Rentals Inc.,JACK S EXPERT FLUSH & TOILET RENTALS,1,68214.93,0.0004,18412552081.74,99.4428,false,false
4958,AMSL,AMSL,1,68120.00,0.0004,18412620201.74,99.4431,false,false
4959,Gordon Food Service,GORDON FOOD SERVICE,1,68090.78,0.0004,18412688292.52,99.4435,false,false
4960,Award By Item,AWARD BY ITEM,2,68087.90,0.0004,18412756380.42,99.4439,false,true
4961,Ahern & Soper Inc,AHERN & SOPER,1,68026.25,0.0004,18412824406.67,99.4442,false,false
4962,WSP Canada Group Limited,WSP CANADA GROUP,2,68016.00,0.0004,18412892422.67,99.4446,false,true
4963,Krown Rust Control Systems,KROWN RUST CONTROL SYSTEMS,3,68012.35,0.0004,18412960435.02,99.4450,false,true
4964,C&R Gillis,C&R GILLIS,2,68000.00,0.0004,18413028435.02,99.4454,false,true
4965,Horizon Medical Services,HORIZON MEDICAL SERVICES,1,68000.00,0.0004,18413096435.02,99.4457,false,false
4966,Vaugh Smith Trucking,VAUGH SMITH TRUCKING,1,68000.00,0.0004,18413164435.02,99.4461,false,false
4967,Vollick McKee Petersman & Associates,VOLLICK MCKEE PETERSMAN & ASSOCIATES,1,68000.00,0.0004,18413232435.02,99.4465,false,false
4968,Titan Construction Services (1998) Ltd.,TITAN CONSTRUCTION SERVICES 1998,1,67995.00,0.0004,18413300430.02,99.4468,false,false
4969,Industrial Hydro-Vac Services Ltd,INDUSTRIAL HYDRO VAC SERVICES,1,67987.40,0.0004,18413368417.42,99.4472,false,false
4970,Polycomtec Inc.,POLYCOMTEC,1,67920.00,0.0004,18413436337.42,99.4476,false,false
4971,GNS Excavation,GNS EXCAVATION,1,67900.00,0.0004,18413504237.42,99.4479,false,false
4972,Cumings Fire & Safety Equipment Ltd.,CUMINGS FIRE & SAFETY EQUIPMENT,3,67889.05,0.0004,18413572126.47,99.4483,false,true
4973,Denise Saulnier Design,DENISE SAULNIER DESIGN,3,67825.00,0.0004,18413639951.47,99.4487,false,true
4974,3 separate Vendors,3 SEPARATE VENDORS,1,67718.50,0.0004,18413707669.97,99.4490,false,false
4975,fsSTRATEGY Inc,FSSTRATEGY,1,67700.00,0.0004,18413775369.97,99.4494,false,false
4976,Veseys Seeds Ltd.,VESEYS SEEDS,2,67605.00,0.0004,18413842974.97,99.4498,false,true
4977,CrowdStrike Inc.,CROWDSTRIKE,1,67600.08,0.0004,18413910575.05,99.4501,false,false
4978,Mac East,MAC EAST,2,67539.00,0.0004,18413978114.05,99.4505,false,true
4979,Musial's Compuer Consulting,MUSIAL S COMPUER CONSULTING,1,67500.00,0.0004,18414045614.05,99.4508,false,false
4980,Tidal Tractors,TIDAL TRACTORS,1,67495.00,0.0004,18414113109.05,99.4512,false,false
4981,GFC Communication,GFC COMMUNICATION,1,67491.00,0.0004,18414180600.05,99.4516,false,false
4982,Duel Properties Inc,DUEL PROPERTIES,1,67469.17,0.0004,18414248069.22,99.4519,false,false
4983,Delco Automation,DELCO AUTOMATION,1,67396.36,0.0004,18414315465.58,99.4523,false,false
4984,Select Food Products,SELECT FOOD PRODUCTS,1,67285.00,0.0004,18414382750.58,99.4527,false,false
4985,SEAMASTERS MARINE SERVICES,SEAMASTERS MARINE SERVICES,1,67247.02,0.0004,18414449997.60,99.4530,false,false
4986,Lab Tech Support,LAB TECH SUPPORT,1,67200.00,0.0004,18414517197.60,99.4534,false,false
4987,Lowell MAcDonald,LOWELL MACDONALD,1,66999.00,0.0004,18414584196.60,99.4538,false,false
4988,O'REGAN'S COLLISION CENTRE,O REGAN S COLLISION CENTRE,1,66987.00,0.0004,18414651183.60,99.4541,false,false
4989,4 Different  Bidders,4 DIFFERENT BIDDERS,1,66836.30,0.0004,18414718019.90,99.4545,false,false
4990,T & T EXCAVATING,T & T EXCAVATING,1,66747.00,0.0004,18414784766.90,99.4548,false,false
4991,InduKey North America,INDUKEY NORTH AMERICA,1,66745.00,0.0004,18414851511.90,99.4552,false,false
4992,Biggar Overhead Doors,BIGGAR OVERHEAD DOORS,1,66700.00,0.0004,18414918211.90,99.4556,false,false
4993,John MacClean Ceramic Tile and Flooring Ltd.,JOHN MACCLEAN CERAMIC TILE AND FLOORING,1,66573.50,0.0004,18414984785.40,99.4559,false,false
4994,Raymond Rogers Trucking,RAYMOND ROGERS TRUCKING,1,66500.00,0.0004,18415051285.40,99.4563,false,false
4995,Webster Trucking and Excavating,WEBSTER TRUCKING AND EXCAVATING,1,66500.00,0.0004,18415117785.40,99.4566,false,false
4996,Hatch Mott MacDonald,HATCH MOTT MACDONALD,2,66475.00,0.0004,18415184260.40,99.4570,false,true
4997,Central Home Improvements,CENTRAL HOME IMPROVEMENTS,2,66442.40,0.0004,18415250702.80,99.4574,false,true
4998,Schaefer System International Ltd,SCHAEFER SYSTEM INTERNATIONAL,1,66359.00,0.0004,18415317061.80,99.4577,false,false
4999,Incite Experiential Design Inc. DBA RMUS Canada,INCITE EXPERIENTIAL DESIGN INC DBA RMUS CANADA,1,66350.25,0.0004,18415383412.05,99.4581,false,false
5000,AirFire Telephone & Data,AIRFIRE TELEPHONE & DATA,1,66335.00,0.0004,18415449747.05,99.4584,false,false
5001,Ivans AV,IVANS AV,1,66310.29,0.0004,18415516057.34,99.4588,false,false
5002,Halifax Kubota / Eastern Turf,HALIFAX KUBOTA EASTERN TURF,1,66285.00,0.0004,18415582342.34,99.4591,false,false
5003,SSBN Limited,SSBN,1,66266.00,0.0004,18415648608.34,99.4595,false,false
5004,Ivoclar Vivadent Inc.,IVOCLAR VIVADENT,2,66157.36,0.0004,18415714765.70,99.4599,false,true
5005,Millennium,MILLENNIUM,1,66109.00,0.0004,18415780874.70,99.4602,false,false
5006,The Bin Doctor Limited,THE BIN DOCTOR,4,66075.55,0.0004,18415846950.25,99.4606,false,true
5007,ABW Consulting Inc,ABW CONSULTING,2,66000.00,0.0004,18415912950.25,99.4609,false,true
5008,Griffith Group Executive Search,GRIFFITH GROUP EXECUTIVE SEARCH,1,66000.00,0.0004,18415978950.25,99.4613,false,false
5009,Harrry Rhyno Refrigeration,HARRRY RHYNO REFRIGERATION,1,65993.32,0.0004,18416044943.57,99.4616,false,false
5010,Solisco-Numerix,SOLISCO NUMERIX,2,65982.58,0.0004,18416110926.15,99.4620,false,true
5011,O'Regan's Chevrolet Oldsmobile,O REGAN S CHEVROLET OLDSMOBILE,1,65884.00,0.0004,18416176810.15,99.4624,false,false
5012,C & L FORESTRY INC.,C & L FORESTRY,4,65805.00,0.0004,18416242615.15,99.4627,false,true
5013,Nikon Canada & Olympus Canada,NIKON CANADA & OLYMPUS CANADA,1,65791.63,0.0004,18416308406.78,99.4631,false,false
5014,CHRISTIE LITES,CHRISTIE LITES,1,65733.34,0.0004,18416374140.12,99.4634,false,false
5015,Scott Refrigeration Ltd.,SCOTT REFRIGERATION,9,65733.00,0.0004,18416439873.12,99.4638,false,true
5016,INSA Corp.,INSA,2,65713.57,0.0004,18416505586.69,99.4641,false,true
5017,J & DW Trucking,J & DW TRUCKING,1,65550.00,0.0004,18416571136.69,99.4645,false,false
5018,AGAT,AGAT,1,65437.27,0.0004,18416636573.96,99.4648,false,false
5019,Basin Basics - Halifax,BASIN BASICS HALIFAX,3,65315.00,0.0004,18416701888.96,99.4652,false,true
5020,Fardner Pinfold Consulting,FARDNER PINFOLD CONSULTING,1,65300.00,0.0004,18416767188.96,99.4655,false,false
5021,Bremners Plumbing,BREMNERS PLUMBING,1,65279.00,0.0004,18416832467.96,99.4659,false,false
5022,Gray Bar Canada,GRAY BAR CANADA,2,65263.65,0.0004,18416897731.61,99.4662,false,true
5023,C & C Car Crushing (Limar),C & C CAR CRUSHING LIMAR,1,65250.00,0.0004,18416962981.61,99.4666,false,false
5024,Pro-Kleen Janitorial Ltd.,PRO KLEEN JANITORIAL,2,65190.00,0.0004,18417028171.61,99.4670,false,true
5025,Chem-Aqua,CHEM AQUA,1,65110.64,0.0004,18417093282.25,99.4673,false,false
5026,Santec consulting Ltd.,SANTEC CONSULTING,1,65036.00,0.0004,18417158318.25,99.4677,false,false
5027,Xcel Landscaping,XCEL LANDSCAPING,1,65002.00,0.0004,18417223320.25,99.4680,false,false
5028,Cision Canada Inc,CISION CANADA,2,65000.00,0.0004,18417288320.25,99.4684,false,true
5029,HAWK Marketing,HAWK MARKETING,1,65000.00,0.0004,18417353320.25,99.4687,false,false
5030,Kinetic Cubed Ltd.,KINETIC CUBED,1,65000.00,0.0004,18417418320.25,99.4691,false,false
5031,The Conference Board of Canada,THE CONFERENCE BOARD OF CANADA,1,65000.00,0.0004,18417483320.25,99.4694,false,false
5032,J. E. Bembridge Enterprises Ltd.,J E BEMBRIDGE ENTERPRISES,1,64980.00,0.0004,18417548300.25,99.4698,false,false
5033,CIMOTA Inc,CIMOTA,1,64970.00,0.0004,18417613270.25,99.4701,false,false
5034,Atlantic Costal Equipment,ATLANTIC COSTAL EQUIPMENT,1,64945.00,0.0004,18417678215.25,99.4705,false,false
5035,Bell Aliant LP - Xwave,BELL ALIANT LP XWAVE,1,64927.00,0.0004,18417743142.25,99.4708,false,false
5036,LDG - ACS Contracting,LDG ACS CONTRACTING,1,64900.00,0.0004,18417808042.25,99.4712,false,false
5037,Pictou County Home Appliance Service Ltd.,PICTOU COUNTY HOME APPLIANCE SERVICE,4,64877.00,0.0004,18417872919.25,99.4715,false,true
5038,Clean Annapolis River Project CARP,CLEAN ANNAPOLIS RIVER PROJECT CARP,1,64866.00,0.0004,18417937785.25,99.4719,false,false
5039,Langley Innovations LLC,LANGLEY INNOVATIONS LLC,1,64800.00,0.0003,18418002585.25,99.4722,false,false
5040,"AstraZeneca, Natco, Pharmascience, Sandoz",ASTRAZENECA NATCO PHARMASCIENCE SANDOZ,1,64780.00,0.0003,18418067365.25,99.4726,false,false
5041,Baldwins Landscape Nursery,BALDWINS LANDSCAPE NURSERY,1,64750.00,0.0003,18418132115.25,99.4729,false,false
5042,Dexter Constructio,DEXTER CONSTRUCTIO,1,64750.00,0.0003,18418196865.25,99.4733,false,false
5043,Sch. Gen. Contr.,SCH GEN CONTR,1,64714.37,0.0003,18418261579.62,99.4736,false,false
5044,Vaughn Smith,VAUGHN SMITH,1,64700.00,0.0003,18418326279.62,99.4740,false,false
5045,B&P Burner Service LTD,B&P BURNER SERVICE,3,64687.00,0.0003,18418390966.62,99.4743,false,true
5046,Centrics IT LLC,CENTRICS IT LLC,1,64667.00,0.0003,18418455633.62,99.4747,false,false
5047,Dartmouth Metals,DARTMOUTH METALS,5,64615.75,0.0003,18418520249.37,99.4750,false,true
5048,Framing to Finish Carpentry,FRAMING TO FINISH CARPENTRY,1,64457.50,0.0003,18418584706.87,99.4754,false,false
5049,Samuel Packaging Group Systems,SAMUEL PACKAGING GROUP SYSTEMS,1,64392.00,0.0003,18418649098.87,99.4757,false,false
5050,Candent,CANDENT,1,64345.10,0.0003,18418713443.97,99.4761,false,false
5051,VIC,VIC,1,64343.95,0.0003,18418777787.92,99.4764,false,false
5052,Eastern 2.0 Waste Systems,EASTERN 2 0 WASTE SYSTEMS,2,64310.36,0.0003,18418842098.28,99.4767,false,true
5053,Accountable Cleaning Services,ACCOUNTABLE CLEANING SERVICES,1,64302.25,0.0003,18418906400.53,99.4771,false,false
5054,C. K. Earthworks Limited,C K EARTHWORKS,1,64203.00,0.0003,18418970603.53,99.4774,false,false
5055,M.M.MacDonald Ltd.,M M MACDONALD,2,64139.00,0.0003,18419034742.53,99.4778,false,true
5056,COASTAL WOODLANDS & TREE SERVICES INC.,COASTAL WOODLANDS & TREE SERVICES,3,64090.30,0.0003,18419098832.83,99.4781,false,true
5057,Glasgow Plumbing & Heating,GLASGOW PLUMBING & HEATING,4,64069.37,0.0003,18419162902.20,99.4785,false,true
5058,VISUAL EDUCATION,VISUAL EDUCATION,1,64050.00,0.0003,18419226952.20,99.4788,false,false
5059,Somagen,SOMAGEN,1,64047.00,0.0003,18419290999.20,99.4792,false,false
5060,Helly Hanson,HELLY HANSON,2,64010.74,0.0003,18419355009.94,99.4795,false,true
5061,Xentrax,XENTRAX,1,64007.25,0.0003,18419419017.19,99.4799,false,false
5062,T & J Delaney Contracting Ltd.,T & J DELANEY CONTRACTING,1,64000.00,0.0003,18419483017.19,99.4802,false,false
5063,Advanced Systems,ADVANCED SYSTEMS,11,63975.20,0.0003,18419546992.39,99.4806,false,true
5064,J & DW Trucking and Excavation Limited,J & DW TRUCKING AND EXCAVATION,1,63916.75,0.0003,18419610909.14,99.4809,false,false
5065,Kelson & Kelson Ltd.,KELSON & KELSON,1,63785.00,0.0003,18419674694.14,99.4812,false,false
5066,Five Star Masonry,FIVE STAR MASONRY,1,63750.00,0.0003,18419738444.14,99.4816,false,false
5067,Seacrest Electrical,SEACREST ELECTRICAL,1,63750.00,0.0003,18419802194.14,99.4819,false,false
5068,Perco Ventures,PERCO VENTURES,2,63739.00,0.0003,18419865933.14,99.4823,false,true
5069,Trinity Maintenace Solutions Ltd.,TRINITY MAINTENACE SOLUTIONS,1,63688.00,0.0003,18419929621.14,99.4826,false,false
5070,Webster's Trucking & Excavation Ltd.,WEBSTER S TRUCKING & EXCAVATION,2,63654.00,0.0003,18419993275.14,99.4830,false,true
5071,DLT Specialty Valve & Control Ltd.,DLT SPECIALTY VALVE & CONTROL,1,63640.00,0.0003,18420056915.14,99.4833,false,false
5072,Cox Hometown Flooring,COX HOMETOWN FLOORING,2,63634.19,0.0003,18420120549.33,99.4837,false,true
5073,CANMEDICAL,CANMEDICAL,1,63530.00,0.0003,18420184079.33,99.4840,false,false
5074,Duerden & Keane,DUERDEN & KEANE,1,63500.00,0.0003,18420247579.33,99.4843,false,false
5075,Franklin Miller,FRANKLIN MILLER,1,63500.00,0.0003,18420311079.33,99.4847,false,false
5076,Stonhard Division RPM Canada,STONHARD DIVISION RPM CANADA,3,63461.00,0.0003,18420374540.33,99.4850,false,true
5077,Northland Chemical Inc.,NORTHLAND CHEMICAL,1,63388.00,0.0003,18420437928.33,99.4854,false,false
5078,SWS Detention,SWS DETENTION,1,63350.00,0.0003,18420501278.33,99.4857,false,false
5079,K & D Pratt Group Inc.,K & D PRATT GROUP,2,63340.46,0.0003,18420564618.79,99.4861,false,true
5080,"Syn-Tex - A Division of Signade Packaging Group Canada, LLC",SYN TEX A DIVISION OF SIGNADE PACKAGING GROUP CANADA LLC,1,63330.00,0.0003,18420627948.79,99.4864,false,false
5081,Plexus Connectivity,PLEXUS CONNECTIVITY,1,63250.00,0.0003,18420691198.79,99.4867,false,false
5082,See list in Memorandum,SEE LIST IN MEMORANDUM,1,63080.24,0.0003,18420754279.03,99.4871,false,false
5083,MCW Maritech Commissioning Works Ltd,MCW MARITECH COMMISSIONING WORKS,1,63000.00,0.0003,18420817279.03,99.4874,false,false
5084,Steele,STEELE,1,63000.00,0.0003,18420880279.03,99.4878,false,false
5085,Connors Basics,CONNORS BASICS,3,62997.96,0.0003,18420943276.99,99.4881,false,true
5086,Cummings Fire and Safety,CUMMINGS FIRE AND SAFETY,1,62950.00,0.0003,18421006226.99,99.4884,false,false
5087,O'BRIEN MATERIAL HANDLING,O BRIEN MATERIAL HANDLING,2,62948.00,0.0003,18421069174.99,99.4888,false,true
5088,Atlantic Photo Supply,ATLANTIC PHOTO SUPPLY,1,62947.44,0.0003,18421132122.43,99.4891,false,false
5089,Stan's Paving Ltd.,STAN S PAVING,2,62945.00,0.0003,18421195067.43,99.4895,false,true
5090,HMC Answer 365,HMC ANSWER 365,1,62922.00,0.0003,18421257989.43,99.4898,false,false
5091,Dartmouth Motors d.b.a. Dartmouth Dodge,DARTMOUTH MOTORS D B A DARTMOUTH DODGE,2,62917.00,0.0003,18421320906.43,99.4901,false,true
5092,NSCC Applied Geomatics Research Group,NSCC APPLIED GEOMATICS RESEARCH GROUP,1,62895.00,0.0003,18421383801.43,99.4905,false,false
5093,Two vendors awarded.,TWO VENDORS AWARDED,1,62858.00,0.0003,18421446659.43,99.4908,false,false
5094,ON GRADE INC.,ON GRADE,3,62800.00,0.0003,18421509459.43,99.4912,false,true
5095,Halifax Tile Company Ltd.,HALIFAX TILE,2,62780.00,0.0003,18421572239.43,99.4915,false,true
5096,SIGNOTECH INC,SIGNOTECH,1,62780.00,0.0003,18421635019.43,99.4918,false,false
5097,Play Power LT Canada Inc.,PLAY POWER LT CANADA,2,62746.97,0.0003,18421697766.40,99.4922,false,true
5098,Gillis Home Hardware,GILLIS HOME HARDWARE,2,62706.00,0.0003,18421760472.40,99.4925,false,true
5099,Advocate Printing & Russell House Marketing Associates Ltd,ADVOCATE PRINTING & RUSSELL HOUSE MARKETING ASSOCIATES,1,62671.00,0.0003,18421823143.40,99.4928,false,false
5100,Cardon Rehabilitation & Medical Equipment Ltd.,CARDON REHABILITATION & MEDICAL EQUIPMENT,1,62653.52,0.0003,18421885796.92,99.4932,false,false
5101,X-Wave,X WAVE,1,62558.45,0.0003,18421948355.37,99.4935,false,false
5102,Ellis Chevrolet Ltd.,ELLIS CHEVROLET,1,62550.00,0.0003,18422010905.37,99.4939,false,false
5103,Domar Interior Design and Construction Ltd.,DOMAR INTERIOR DESIGN AND CONSTRUCTION,1,62500.00,0.0003,18422073405.37,99.4942,false,false
5104,Nava Develop Inc.,NAVA DEVELOP,1,62500.00,0.0003,18422135905.37,99.4945,false,false
5105,Romor Ocean Solutions,ROMOR OCEAN SOLUTIONS,1,62445.00,0.0003,18422198350.37,99.4949,false,false
5106,KYLE MILLETT LOGGING,KYLE MILLETT LOGGING,1,62400.00,0.0003,18422260750.37,99.4952,false,false
5107,Convergint,CONVERGINT,2,62393.35,0.0003,18422323143.72,99.4956,false,true
5108,Mil Supply,MIL SUPPLY,1,62371.00,0.0003,18422385514.72,99.4959,false,false
5109,Strum Engineering,STRUM ENGINEERING,2,62350.00,0.0003,18422447864.72,99.4962,false,true
5110,Teak Tree,TEAK TREE,2,62232.20,0.0003,18422510096.92,99.4966,false,true
5111,"Braid Theory, Inc.",BRAID THEORY,1,62225.00,0.0003,18422572321.92,99.4969,false,false
5112,Innova Sea Marine,INNOVA SEA MARINE,2,62142.86,0.0003,18422634464.78,99.4972,false,true
5113,J.J. MACKAY CANADA LIMITED,J J MACKAY CANADA,1,62114.00,0.0003,18422696578.78,99.4976,false,false
5114,Mackay Truck and Trailer,MACKAY TRUCK AND TRAILER,1,62089.00,0.0003,18422758667.78,99.4979,false,false
5115,FireworksFX,FIREWORKSFX,1,62000.00,0.0003,18422820667.78,99.4982,false,false
5116,G&R Trucking,G&R TRUCKING,1,62000.00,0.0003,18422882667.78,99.4986,false,false
5117,DYNAMIC PLASTIC SOLUTIONS INC,DYNAMIC PLASTIC SOLUTIONS,1,61999.00,0.0003,18422944666.78,99.4989,false,false
5118,NRT Technology,NRT TECHNOLOGY,1,61962.00,0.0003,18423006628.78,99.4992,false,false
5119,Integrated Coastal Solutions LLC,INTEGRATED COASTAL SOLUTIONS LLC,1,61832.00,0.0003,18423068460.78,99.4996,false,false
5120,Coastal Wire Co.,COASTAL WIRE,1,61776.00,0.0003,18423130236.78,99.4999,false,false
5121,Dionex,DIONEX,1,61756.02,0.0003,18423191992.80,99.5002,false,false
5122,Kings County Mechanical Ltd.,KINGS COUNTY MECHANICAL,1,61700.38,0.0003,18423253693.18,99.5006,false,false
5123,Bremners's Plumbing & Heating Limited,BREMNERS S PLUMBING & HEATING,1,61650.00,0.0003,18423315343.18,99.5009,false,false
5124,United Farmer's Co-op,UNITED FARMER S CO OP,2,61583.75,0.0003,18423376926.93,99.5012,false,true
5125,DON BRENTON'S FIRE PROTECTION,DON BRENTON S FIRE PROTECTION,3,61577.00,0.0003,18423438503.93,99.5016,false,true
5126,Sustainable Projects Group,SUSTAINABLE PROJECTS GROUP,1,61573.00,0.0003,18423500076.93,99.5019,false,false
5127,Applied Industrial Technologies Ltd.,APPLIED INDUSTRIAL TECHNOLOGIES,5,61550.85,0.0003,18423561627.78,99.5022,false,true
5128,Camrose Sand & Gravel,CAMROSE SAND & GRAVEL,1,61550.00,0.0003,18423623177.78,99.5026,false,false
5129,Hickey and Lynk Burner Service Ltd.,HICKEY AND LYNK BURNER SERVICE,1,61525.00,0.0003,18423684702.78,99.5029,false,false
5130,Ralph Connor Company Limited (RCCL),RALPH CONNOR COMPANY LIMITED RCCL,1,61500.00,0.0003,18423746202.78,99.5032,false,false
5131,Len's Plumbing & Heating,LEN S PLUMBING & HEATING,2,61455.00,0.0003,18423807657.78,99.5036,false,true
5132,Toller Technical Services Inc.,TOLLER TECHNICAL SERVICES,2,61445.00,0.0003,18423869102.78,99.5039,false,true
5133,WeldPro Limited,WELDPRO,1,61440.00,0.0003,18423930542.78,99.5042,false,false
5134,Mighty Mowers Lawn Care & Property Maintenance,MIGHTY MOWERS LAWN CARE & PROPERTY MAINTENANCE,2,61415.46,0.0003,18423991958.24,99.5046,false,true
5135,ColorID LLC,COLORID LLC,1,61410.00,0.0003,18424053368.24,99.5049,false,false
5136,Blaine McLane,BLAINE MCLANE,1,61338.70,0.0003,18424114706.94,99.5052,false,false
5137,Global,GLOBAL,1,61307.02,0.0003,18424176013.96,99.5056,false,false
5138,Benoit Electric,BENOIT ELECTRIC,1,61285.00,0.0003,18424237298.96,99.5059,false,false
5139,Bobcat Atlantic Division of Liftow Ltd,BOBCAT ATLANTIC DIVISION OF LIFTOW,1,61265.00,0.0003,18424298563.96,99.5062,false,false
5140,Ivan H. Veinotte Heavy Equipment Construction Co. Ltd.,IVAN H VEINOTTE HEAVY EQUIPMENT CONSTRUCTION,1,61250.00,0.0003,18424359813.96,99.5065,false,false
5141,TRI-EX CONSTRUCTION LTD,TRI EX CONSTRUCTION,2,61235.00,0.0003,18424421048.96,99.5069,false,true
5142,Tomahawk Technologies Inc.,TOMAHAWK TECHNOLOGIES,1,61219.00,0.0003,18424482267.96,99.5072,false,false
5143,Inoria,INORIA,1,61210.40,0.0003,18424543478.36,99.5075,false,false
5144,RICOH CANADA INC,RICOH CANADA,4,61202.29,0.0003,18424604680.65,99.5079,false,true
5145,COASTAL WOODLAND & TREE,COASTAL WOODLAND & TREE,1,61079.30,0.0003,18424665759.95,99.5082,false,false
5146,Sedna Technologies,SEDNA TECHNOLOGIES,1,61000.00,0.0003,18424726759.95,99.5085,false,false
5147,"Bobcat Atlantic, Dartmouth, Nova Scotia",BOBCAT ATLANTIC DARTMOUTH NOVA SCOTIA,1,60978.75,0.0003,18424787738.70,99.5089,false,false
5148,IBM Canada Ltd,IBM CANADA,2,60967.00,0.0003,18424848705.70,99.5092,false,true
5149,HUB CYCLE INC,HUB CYCLE,3,60930.01,0.0003,18424909635.71,99.5095,false,true
5150,Global Industrial,GLOBAL INDUSTRIAL,5,60918.86,0.0003,18424970554.57,99.5098,false,true
5151,2511862 Nova Scotia Ltd.,2511862 NOVA SCOTIA,1,60800.00,0.0003,18425031354.57,99.5102,false,false
5152,Priority Dispatch Corp,PRIORITY DISPATCH,1,60781.32,0.0003,18425092135.89,99.5105,false,false
5153,Trace Planning and Design,TRACE PLANNING AND DESIGN,2,60765.00,0.0003,18425152900.89,99.5108,false,true
5154,Corporate Express Canada Inc,CORPORATE EXPRESS CANADA,2,60729.65,0.0003,18425213630.54,99.5112,false,true
5155,GW Doucette,GW DOUCETTE,2,60696.00,0.0003,18425274326.54,99.5115,false,true
5156,Nova Dry Basement & Concrete,NOVA DRY BASEMENT & CONCRETE,1,60662.50,0.0003,18425334989.04,99.5118,false,false
5157,Ryzer Fabrication,RYZER FABRICATION,3,60587.00,0.0003,18425395576.04,99.5121,false,true
5158,Pyes Chev,PYES CHEV,1,60582.75,0.0003,18425456158.79,99.5125,false,false
5159,Toyota Truro,TOYOTA TRURO,1,60570.00,0.0003,18425516728.79,99.5128,false,false
5160,Halifax Global Inc.,HALIFAX GLOBAL,1,60550.00,0.0003,18425577278.79,99.5131,false,false
5161,BTN Landscaping,BTN LANDSCAPING,3,60511.15,0.0003,18425637789.94,99.5135,false,true
5162,Daiken Applied,DAIKEN APPLIED,1,60445.00,0.0003,18425698234.94,99.5138,false,false
5163,"Metrohm Canada, Inc.",METROHM CANADA,2,60360.55,0.0003,18425758595.49,99.5141,false,true
5164,Sport Systems Canada,SPORT SYSTEMS CANADA,1,60333.00,0.0003,18425818928.49,99.5144,false,false
5165,multiple vendors-see below,MULTIPLE VENDORS SEE BELOW,1,60323.43,0.0003,18425879251.92,99.5148,false,false
5166,M.M.MacDonald Ltd. Contracting Ltd.,M M MACDONALD LTD CONTRACTING,1,60300.00,0.0003,18425939551.92,99.5151,false,false
5167,"MetOcean Telematics, Limited",METOCEAN TELEMATICS,1,60300.00,0.0003,18425999851.92,99.5154,false,false
5168,Universal Realty Group,UNIVERSAL REALTY GROUP,1,60200.00,0.0003,18426060051.92,99.5157,false,false
5169,Maritime Dock & Doors,MARITIME DOCK & DOORS,2,60186.00,0.0003,18426120237.92,99.5161,false,true
5170,Skalar Inc.,SKALAR,1,60150.00,0.0003,18426180387.92,99.5164,false,false
5171,Zablaskai,ZABLASKAI,1,60109.10,0.0003,18426240497.02,99.5167,false,false
5172,WPIC Marketing Inc.,WPIC MARKETING,1,60100.00,0.0003,18426300597.02,99.5170,false,false
