proj_no,proj_name,loc_desc,work_desc,category,category_norm,asset_type,year,lat,lon
CR000002,New Paving Streets - HRM Owned Roads,Seanleigh Crt - Cobequid to Cul de Sac,New Paving Streets (HMA surface),Roads & Streets,Roads,(unspecified),2014,44.781411,-63.620279
CR000005,Street Recapitalization,Caldwell Rd. Atholea to MacDonald Beach,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.623002,-63.482647
CR000005,Street Recapitalization,Carver St. Portland to Day,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.672855,-63.5263
CR000005,Street Recapitalization,Cedar St. Summit to Maple,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.736032,-63.651638
CR000005,Street Recapitalization,Commission St. Lady Hammond to Kempt,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.663186,-63.615747
CR000005,Street Recapitalization,Crystal Dr. Pinecrest to Leaman,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.687151,-63.582813
CR000005,Street Recapitalization,Devonshire Ave. Barrington to Albert,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.665537,-63.598007
CR000005,Street Recapitalization,Douglas Cres. Ross St W to Ross St E,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.673645,-63.665385
CR000005,Street Recapitalization,Duncan St. Harvard to Windsor,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.649148,-63.597789
CR000005,Street Recapitalization,Eisener St. Brentwood to Riverwood,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.651511,-63.735772
CR000005,Street Recapitalization,Ellerslie Cres. Circassion to Loop Itself,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.678538,-63.494587
CR000005,Street Recapitalization,Elm St. Quinpool to Chebucto,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.645927,-63.604243
CR000005,Street Recapitalization,First Ave. Bedford Hwy to Pine,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.729738,-63.66441
CR000005,Street Recapitalization,Fourth St. Armcrescent to Newton,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.645205,-63.608443
CR000005,Street Recapitalization,Galaxy Ave. Gaston to End,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.666473,-63.539896
CR000005,Street Recapitalization,Gaston Rd. Portland to Galaxy,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.66645,-63.542284
CR000005,Street Recapitalization,Hammonds Plains Rd. Lucasville to Pockwock,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.733883,-63.774992
CR000005,Street Recapitalization,Jack Ferguson Ave. Edward Arab to End,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.648662,-63.616514
CR000005,Street Recapitalization,John Stewart Dr. Inglewood S to Auburn,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.68332,-63.484248
CR000005,Street Recapitalization,Joseph Zatzman Dr. Akerley to Wright,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.708775,-63.596089
CR000005,Street Recapitalization,Kent St. Queen to Barrington,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.638132,-63.571517
CR000005,Street Recapitalization,Ketch Harbour Rd. Hebridean to Village,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.56577,-63.566367
CR000005,Street Recapitalization,Kingsway Dr,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.700452,-63.840781
CR000005,Street Recapitalization,Kingsway Dr. Windsor to Buckingham,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.700375,-63.840874
CR000005,Street Recapitalization,Lake Major Rd. Hwy 7 to Ernest Mill Bridge,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.707545,-63.467849
CR000005,Street Recapitalization,Main Ave. Titus to Berts,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.659065,-63.635533
CR000005,Street Recapitalization,Maple St. Central to Sunnydale,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.735453,-63.650343
CR000005,Street Recapitalization,Mountain Ash. Beckfoot to End,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.670441,-63.547991
CR000005,Street Recapitalization,Newbery St. Kencrest to Kencrest,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.672602,-63.612295
CR000005,Street Recapitalization,Newton Ave. Chebucto to Quinpool,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.644749,-63.60728
CR000005,Street Recapitalization,Noria Cres. Beaver Bank Cross Rd to Beaver Bank Cross Rd,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.788873,-63.702016
CR000005,Street Recapitalization,Oxford St. Bayers to Edgewood,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.655582,-63.611419
CR000005,Street Recapitalization,Pockwock Rd.,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.740884,-63.800671
CR000005,Street Recapitalization,Pondicherry Cres. Cranberry to Pondicherry,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.682939,-63.500259
CR000005,Street Recapitalization,Portland Estates Blvd West. Portland Hills Dr to Wedgewood,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.663938,-63.517644
CR000005,Street Recapitalization,Queen St. Morris to Kent,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.639187,-63.573881
CR000005,Street Recapitalization,Quinn St. Chebucto to Quinpool,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.643925,-63.611258
CR000005,Street Recapitalization,Regency Dr. Gaston to End,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.666035,-63.542779
CR000005,Street Recapitalization,Riverside Dr. Glendale to Civic 1530,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.781151,-63.680871
CR000005,Street Recapitalization,Rolling Hills Dr. Civic 276 to Silverside,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.769809,-63.576394
CR000005,Street Recapitalization,Salmon River Dr. Ross to Hwy 107,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.703376,-63.456798
CR000005,Street Recapitalization,Sampson Dr. Stokil to Stokil,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.787886,-63.681089
CR000005,Street Recapitalization,Saratoga Dr. Lexington to Walnut Hall,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.703957,-63.537259
CR000005,Street Recapitalization,Second St,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.643865,-63.607782
CR000005,Street Recapitalization,Second St. Armcrescent to Newton,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.643863,-63.607774
CR000005,Street Recapitalization,South St. Barrington to Queen,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.63966,-63.571749
CR000005,Street Recapitalization,Spikenard St. Guysboroough to Valleyfield,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.680186,-63.532218
CR000005,Street Recapitalization,Summit St. Rocky Lake Dr to End,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.736281,-63.653224
CR000005,Street Recapitalization,Sunnybrae Ave. Hillcrest to Gesner,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.649123,-63.642489
CR000005,Street Recapitalization,Tamarack Circ. Aspen to Loop Itself,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.775782,-63.678758
CR000005,Street Recapitalization,Third St,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.644532,-63.608115
CR000005,Street Recapitalization,Third St. Armcrescent to Newton,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.644532,-63.608115
CR000005,Street Recapitalization,Titus St. Main to Evans,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.659909,-63.634729
CR000005,Street Recapitalization,Walnut St. Coburg to Jubilee,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.640518,-63.59326
CR000005,Street Recapitalization,Waterwheel Cres. Beaver Bank Cross Rd to Beaver Bank Cross Rd,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.789498,-63.701653
CR000005,Street Recapitalization,Willett St. Main to Melrose,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.651508,-63.644566
CR000005,Street Recapitalization,Windmill Rd. Wyse to Dawson,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.667649,-63.578975
CR000005,Street Recapitalization,Wright Ave. MacDonald to Windmill,Street Recapitalization - State of good repair,Roads & Streets,Roads,(unspecified),2014,44.699812,-63.602339
CR990001,New Paving Subdivision St's Provincial,Crown Crescent (Village Street to Cul de Sac - LIC) District 13,New Paving of Provincially Owned & Maintained Gravel Roads,Roads & Streets,Roads,(unspecified),2014,44.655089,-63.891957
CR990001,New Paving Subdivision St's Provincial,Village Street (Murray Drive to end - LIC) District 13,New Paving of Provincially Owned & Maintained Gravel Roads,Roads & Streets,Roads,(unspecified),2014,44.656668,-63.895358
CRU01077,Bridges,BR127 MacKintosh St Overpass,Bridges - State of Good Repair.,Roads & Streets,Roads,(unspecified),2014,44.664966,-63.620388
CRU01077,Bridges,BR80 MacKintosh St Overpass,Bridges - State of Good Repair.,Roads & Streets,Roads,(unspecified),2014,44.664894,-63.620218
CRU01077,Bridges,Convoy Run,Bridges - State of Good Repair. Repair,Roads & Streets,Roads,(unspecified),2014,44.717462,-63.673146
CRU01077,Bridges,Cow Bay Rd,Bridges - State of Good Repair. Replacement,Roads & Streets,Roads,(unspecified),2014,44.612273,-63.488264
CRU01077,Bridges,Fairview Overpass,Bridges - State of Good Repair. Parapet Wall Repair,Roads & Streets,Roads,(unspecified),2014,44.662458,-63.62855
CRU01077,Bridges,"MacKay Bridge Approaches - Structure 13, Ramp D",Bridges - State of Good Repair. Repair,Roads & Streets,Roads,(unspecified),2014,44.66585,-63.619056
CRU01077,Bridges,MackIntosh St Overpass,Bridges - State of Good Repair. Repair,Roads & Streets,Roads,(unspecified),2014,44.664966,-63.620379
CRU01077,Bridges,MackIntosh St Overpass,Bridges - State of Good Repair. Repair,Roads & Streets,Roads,(unspecified),2014,44.664891,-63.620206
CRU01077,Bridges,Old Sackville Rd (Hwy 101),Bridges - State of Good Repair. Repair,Roads & Streets,Roads,(unspecified),2014,44.758919,-63.681081
CRU01077,Bridges,Powder Mill,Bridges - State of Good Repair. Replacement,Roads & Streets,Roads,(unspecified),2014,44.772261,-63.606659
CRU01077,Bridges,Sackville Dr Rehabilitation,Bridges - State of Good Repair. Repair,Roads & Streets,Roads,(unspecified),2014,44.770139,-63.6895
CRU01079,Other Road Related Works,Bedford Highway (civic 673 to Fern),Replacement of Guide Rails,Roads & Streets,Roads,(unspecified),2014,44.703593,-63.662361
CRU01079,Other Road Related Works,Cow Bay Causeway,Replacement of Guide Rails,Roads & Streets,Roads,(unspecified),2014,44.615128,-63.427781
CRU01079,Other Road Related Works,Fergusons Cove Rd,Replacement of Guide Rails,Roads & Streets,Roads,(unspecified),2014,44.602964,-63.557193
CRU01079,Other Road Related Works,Hammonds Plains Rd (near civic 2120),Replacement of Guide Rails,Roads & Streets,Roads,(unspecified),2014,44.733734,-63.787581
CRU01079,Other Road Related Works,Hammonds Plains Rd at Bedford Highway,Retaining Wall Upgrades,Roads & Streets,Roads,(unspecified),2014,44.714901,-63.678075
CRU01079,Other Road Related Works,Joseph Howe Dr at Abbott Dr,Retaining Wall Upgrades,Roads & Streets,Roads,(unspecified),2014,44.650887,-63.630624
CRU01079,Other Road Related Works,Larry Uteck Blvd at Bedford Highway,Retaining Wall Upgrades,Roads & Streets,Roads,(unspecified),2014,44.698999,-63.661056
CRU01079,Other Road Related Works,Melody Dr (at Bedford Highway ),Replacement of Guide Rails,Roads & Streets,Roads,(unspecified),2014,44.672438,-63.648027
CRU01079,Other Road Related Works,Rocky Lake Dr,New Guide Rails,Roads & Streets,Roads,(unspecified),2014,44.737625,-63.648434
CRU01079,Other Road Related Works,Rocky Lake Dr (Rockmanor to Bedford Highway),Replacement of Guide Rails,Roads & Streets,Roads,(unspecified),2014,44.737625,-63.648434
CRU01079,Other Road Related Works,civic 178 Flying Cloud Dr to Joseph Giles School,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2014,44.685299,-63.494053
CRU01079,Other Road Related Works,civic 193/197 John Stewart Dr to 40/42 Inglewood Cres,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2014,44.681747,-63.483398
CRU01079,Other Road Related Works,civic 31 Lillian Dr to civic 49 Stewart Harris Dr,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2014,44.682814,-63.507306
CRU01079,Other Road Related Works,civic 49/51 Noria Cres to civic 100/104 Waterwheel Cres,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2014,44.788605,-63.701503
CRU01079,Other Road Related Works,civic 58/60 Pondicherry Cres to 64 Valkyrie Cres,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2014,44.684228,-63.500476
CRU01079,Other Road Related Works,civic 91 Briarlynn Cres to civic 35 Bell Royal Ct,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2014,44.664651,-63.479738
CRU01079,Other Road Related Works,civic 96/94 Pondicherry Cres to existing walkway,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2014,44.682771,-63.500166
CYU01076,Curb Renewals,Carver St. Portland to Day,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.672855,-63.5263
CYU01076,Curb Renewals,Ellerslie Cres. Circassion to Ellerslie,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.677992,-63.496654
CYU01076,Curb Renewals,John Stewart Dr. Inglewood(S) to Auburn,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.682579,-63.483875
CYU01076,Curb Renewals,Main Ave. Titus to Bedford Hwy,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.66064,-63.631786
CYU01076,Curb Renewals,Moirs Mills Rd. Bedford Hwy to Civic 332,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.711885,-63.683109
CYU01076,Curb Renewals,Noria Cres. Beaver Bank Cross Rd to Beaver Bank Cross Rd,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.788873,-63.702016
CYU01076,Curb Renewals,Pondicherry Cres. Cranberry to Pondicherry,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.683158,-63.499356
CYU01076,Curb Renewals,Quinn St,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.643861,-63.611216
CYU01076,Curb Renewals,Quinn St. Chebucto to Quinpool,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.643769,-63.611138
CYU01076,Curb Renewals,Sunnybrae Ave,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.650271,-63.639901
CYU01076,Curb Renewals,Sunnybrae Ave. Hillcrest to Gesner,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.649237,-63.642236
CYU01076,Curb Renewals,Waterwheel Cres. Beaver Bank Cross Rd to Beaver Bank Cross Rd,Curb Renewals - State of Good Repair,Roads & Streets,Roads,(unspecified),2014,44.789294,-63.701274
CR000002,New Paving Streets - HRM Owned Roads,Emmerson Dr. Rutledge to End,Paving gravel roads,Roads & Streets,Roads,(unspecified),2015,44.728283,-63.669023
CR000005,Street Recapitalization,"Alerley Blvd. (E,W) Windmill to Joseph Zatzman",Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.709544,-63.605743
CR000005,Street Recapitalization,Armanda Cres. Jamieson to Jamieson,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.814016,-63.624114
CR000005,Street Recapitalization,Arnold Dr. Jamieson to Fall River,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.813584,-63.620092
CR000005,Street Recapitalization,Barrington St. Blowers to Morris,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.643697,-63.572289
CR000005,Street Recapitalization,Bayers Rd. Oxford to Hwy 102 Ramps,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.651694,-63.616292
CR000005,Street Recapitalization,Brunswick St. Duke to North,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.653392,-63.582285
CR000005,Street Recapitalization,Cadogan St. First to Second,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.72904,-63.665453
CR000005,Street Recapitalization,Chain Lake Dr. (E ) CN Tracks to Lovett Lake,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.641953,-63.660745
CR000005,Street Recapitalization,Clarence St. Lahey to Albro Lake,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.677362,-63.587647
CR000005,Street Recapitalization,Cross Rd. Topsail to Dewhurst,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.680098,-63.510824
CR000005,Street Recapitalization,Cunningham Dr. First to End,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.72999,-63.665005
CR000005,Street Recapitalization,Dewhurst Dr. Lucien to Whynette,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.680228,-63.509308
CR000005,Street Recapitalization,Drysdale Rd. Herring Cove to Lions Rink,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.608192,-63.610576
CR000005,Street Recapitalization,Dundas St. Green to North,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.667315,-63.566114
CR000005,Street Recapitalization,Emerald Cr. Drysdale to Drysdale,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.608688,-63.612202
CR000005,Street Recapitalization,First Ave. Bedford Hwy to Pine,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.729735,-63.664411
CR000005,Street Recapitalization,Glendale Dr. Smokey to Rankin,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.780159,-63.686319
CR000005,Street Recapitalization,Green St. Alderney to Wentworth,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.666169,-63.564846
CR000005,Street Recapitalization,Hammonds Plains Rd. Pockwock to Northwood,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.731819,-63.809751
CR000005,Street Recapitalization,Hanover St. Devonshire to Barrington,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.666206,-63.597657
CR000005,Street Recapitalization,Hood St. Windsor to Kempt,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.661163,-63.614852
CR000005,Street Recapitalization,Kempt Rd. Lady Hammond to 200m E Commision,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.662622,-63.618168
CR000005,Street Recapitalization,Lahey Rd. Farrell to Clarence,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.678935,-63.586617
CR000005,Street Recapitalization,Lake Loon Rd. Montague to MacLaughlin,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.710828,-63.493869
CR000005,Street Recapitalization,Lake Major Rd. Trunk 7 to Ernst Mill Bridge,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.712563,-63.46741
CR000005,Street Recapitalization,Lennox Dr. Riverside to Lynnville,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.778223,-63.679156
CR000005,Street Recapitalization,McAlpine Ave. Federal to Chisholm,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.657255,-63.621141
CR000005,Street Recapitalization,Merrimac Dr. Forest Hills to Arklow,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.675002,-63.48899
CR000005,Street Recapitalization,Oxford St. Bayers to Almon,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.653276,-63.608303
CR000005,Street Recapitalization,Penhorn Dr. Curley to Jean,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.67842,-63.544291
CR000005,Street Recapitalization,Pepperell St. Vernon to Beech,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.644569,-63.597507
CR000005,Street Recapitalization,Pockwock Rd. 2.6km from End to End,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.751884,-63.825242
CR000005,Street Recapitalization,Poplar Dr. Civic 123 to Otago,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.676307,-63.502388
CR000005,Street Recapitalization,Queen St. Spring Garden to Sackville,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.644085,-63.576983
CR000005,Street Recapitalization,Richmond St. Devonshire to Barrington,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.667378,-63.599095
CR000005,Street Recapitalization,Riverside Dr. Civic 1530 to Lennox,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.781081,-63.679131
CR000005,Street Recapitalization,Rogers Dr. Rankin to Smokey,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.780901,-63.686027
CR000005,Street Recapitalization,Sackville Dr. Millwood to Margeson,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.788123,-63.713755
CR000005,Street Recapitalization,Saratoga Dr. Lexington to Walnut Hall,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.704901,-63.538734
CR000005,Street Recapitalization,Sarnia Ave. Regent to Penhorn,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.677948,-63.545926
CR000005,Street Recapitalization,Skyvue Ter. Dewhurst to End,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.67944,-63.510051
CR000005,Street Recapitalization,St. Margaret's Bay Rd. Sheppards Run to Beech Tree Run,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.636409,-63.679321
CR000005,Street Recapitalization,Thistle St. Victoria to Wyse,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.669767,-63.573331
CR000005,Street Recapitalization,Thornhill Dr. Auburn to End,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.605405,-63.614757
CR000005,Street Recapitalization,Twining Dr. Jamieson to Jamieson,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.814307,-63.620033
CR000005,Street Recapitalization,Wentworth St. Portland to Park,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.667256,-63.567715
CR000005,Street Recapitalization,Whynette Pl. Topsail to Lucien,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.681003,-63.510481
CR000005,Street Recapitalization,Willett St. Dunbrack to Main,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.655674,-63.648192
CR000005,Street Recapitalization,Woodbury Dr. Birch Cove to Rockhaven,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.680432,-63.659321
CR000005,Street Recapitalization,Young St. Gottingen to Kempt,Street Recapitalization - State of Good Repair,Roads & Streets,Roads,(unspecified),2015,44.661033,-63.600538
CRU01077,Bridges,Barrington St. inbound over MacKay Ramp,Bridge Recapitalization,Roads & Streets,Roads,(unspecified),2015,44.674332,-63.616625
CRU01077,Bridges,Barrington St. over Railway,Bridge Recapitalization,Roads & Streets,Roads,(unspecified),2015,44.656596,-63.584807
CRU01077,Bridges,Hornes Rd.,Bridge Replacement,Roads & Streets,Roads,(unspecified),2015,44.615722,-63.484306
CRU01077,Bridges,Old Sackville Rd. (Hwy 101),Bridge Replacements (2),Roads & Streets,Roads,(unspecified),2015,44.759059,-63.681171
CRU01077,Bridges,Rosley Rd.,Design,Roads & Streets,Roads,(unspecified),2015,44.847875,-63.690455
CRU01077,Bridges,Sackville Cross Rd.,Bridge Replacement,Roads & Streets,Roads,(unspecified),2015,44.765928,-63.686203
CRU01077,Bridges,Victoria Rd CN Overpass,Bridge Wall Repairs,Roads & Streets,Roads,(unspecified),2015,44.688449,-63.594491
CRU01079,Other Related Road Works,1077 to 1099 Shore Rd.,Replace Guide Rail,Roads & Streets,Roads,(unspecified),2015,44.623929,-63.510884
CRU01079,Other Related Road Works,110 Poplar Dr. to Elm St.,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2015,44.673775,-63.497224
CRU01079,Other Related Road Works,1315 Rocky Lake Dr.,Installation of Guide Rail,Roads & Streets,Roads,(unspecified),2015,44.757634,-63.61911
CRU01079,Other Related Road Works,146 Poplar Dr. to Sirius Cr.,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2015,44.678907,-63.500236
CRU01079,Other Related Road Works,170 Poplar Dr. to Sirius Cr.,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2015,44.680622,-63.502855
CRU01079,Other Related Road Works,250 Sackville Dr.,Retaining Wall Upgrades,Roads & Streets,Roads,(unspecified),2015,44.759653,-63.670359
CRU01079,Other Related Road Works,73 St. Margaret's Bay Rd.,Retaining Wall Upgrades,Roads & Streets,Roads,(unspecified),2015,44.637933,-63.629683
CRU01079,Other Related Road Works,Alex St. @ Main Ave.,Retaining Wall Upgrades,Roads & Streets,Roads,(unspecified),2015,44.657011,-63.64009
CRU01079,Other Related Road Works,Barrington St @ Wilson Fuels,Replace Guide Rail,Roads & Streets,Roads,(unspecified),2015,44.672235,-63.604721
CRU01079,Other Related Road Works,Coventry Ln. to Fireside Dr.,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2015,44.661653,-63.485458
CRU01079,Other Related Road Works,Dorothea Dr. to Skyvue Ter.,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2015,44.678268,-63.510565
CRU01079,Other Related Road Works,Glen Arbor Way @ Thompson Run,Replace Guide Rail,Roads & Streets,Roads,(unspecified),2015,44.750952,-63.777121
CRU01079,Other Related Road Works,Herring Cove Rd. @ Roundabout,Retaining Wall Assessment,Roads & Streets,Roads,(unspecified),2015,44.640883,-63.620113
CRU01079,Other Related Road Works,Rockcliffe St (2 Locations),Retaining Wall Upgrades,Roads & Streets,Roads,(unspecified),2015,44.632852,-63.595749
CRU01079,Other Related Road Works,St. Margaret's Bay Rd. @ Chain Lake,Installation of Guide Rail,Roads & Streets,Roads,(unspecified),2015,44.634187,-63.670691
CRU01079,Other Related Road Works,Steed Ct. to Stuart Harris Dr.,Walkway Upgrades,Roads & Streets,Roads,(unspecified),2015,44.681824,-63.508509
CRU01079,Other Related Road Works,Thompson Run @ Club House Run,Replace Guide Rail,Roads & Streets,Roads,(unspecified),2015,44.751909,-63.774775
